Objectid,Title,Type,Date,Creator,Description,Subject,Location,Source,Page URL,Format,Language,Rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
235587042,ST. GEORGE'S CHURCH FAIR.,Article,11/27/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,Fairs and fetes,"Hurstville, NSW",http://nla.gov.au/nla.news-article235587042,http://trove.nla.gov.au/newspaper/page/25394384,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235586530.jpg,,,,
235587260,Advertising,Advertising,5/15/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235587260,http://trove.nla.gov.au/newspaper/page/25394160,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235586984.jpg,,,,
235588323,UNIVERSITY TUTORIAL CLASS.,Article,2/23/1939,"The Propeller (Hurstville, NSW : 1911 - 1954)",,University education,"Hurstville, NSW",http://nla.gov.au/nla.news-article235588323,http://trove.nla.gov.au/newspaper/page/25393218,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235587042.jpg,,,,
235588553,Advertising,Advertising,3/13/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235588553,http://trove.nla.gov.au/newspaper/page/25394088,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235587260.jpg,,,,
235588694,Advertising,Advertising,7/25/1940,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235588694,http://trove.nla.gov.au/newspaper/page/25393814,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235588323.jpg,,,,
235589418,Advertising,Advertising,7/17/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235589418,http://trove.nla.gov.au/newspaper/page/25394232,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235588553.jpg,,,,
235589681,Advertising,Advertising,6/12/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235589681,http://trove.nla.gov.au/newspaper/page/25394192,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235588694.jpg,,,,
235590151,Advertising,Advertising,10/10/1940,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235590151,http://trove.nla.gov.au/newspaper/page/25393902,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235589418.jpg,,,,
235591827,Advertising,Advertising,6/8/1939,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235591827,http://trove.nla.gov.au/newspaper/page/25393338,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235589681.jpg,,,,
235592644,Advertising,Advertising,11/6/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235592644,http://trove.nla.gov.au/newspaper/page/25394360,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235590151.jpg,,,,
235593453,Advertising,Advertising,2/20/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235593453,http://trove.nla.gov.au/newspaper/page/25394064,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235591827.jpg,,,,
235593580,Advertising,Advertising,7/3/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235593580,http://trove.nla.gov.au/newspaper/page/25394216,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235592644.jpg,,,,
235593839,Advertising,Advertising,12/18/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235593839,http://trove.nla.gov.au/newspaper/page/25394408,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235593453.jpg,,,,
235594281,Advertising,Advertising,10/23/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235594281,http://trove.nla.gov.au/newspaper/page/25394344,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235593580.jpg,,,,
235594408,Advertising,Advertising,12/11/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235594408,http://trove.nla.gov.au/newspaper/page/25394400,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235593839.jpg,,,,
235594769,Advertising,Advertising,9/4/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235594769,http://trove.nla.gov.au/newspaper/page/25394288,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235594281.jpg,,,,
235595369,Advertising,Advertising,5/11/1939,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235595369,http://trove.nla.gov.au/newspaper/page/25393306,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235594408.jpg,,,,
235595494,Advertising,Advertising,12/25/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235595494,http://trove.nla.gov.au/newspaper/page/25394416,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235594769.jpg,,,,
235595501,DANEBANK PREPARATORY SCHOOL.,Article,12/25/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235595501,http://trove.nla.gov.au/newspaper/page/25394417,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235595369.jpg,,,,
235596279,UNIVERSITY TUTORIAL CLASS.,Article,4/17/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,University education,"Hurstville, NSW",http://nla.gov.au/nla.news-article235596279,http://trove.nla.gov.au/newspaper/page/25394134,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235595494.jpg,,,,
235596529,Advertising,Advertising,8/15/1940,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235596529,http://trove.nla.gov.au/newspaper/page/25393838,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235595501.jpg,,,,
235599193,Advertising,Advertising,7/31/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235599193,http://trove.nla.gov.au/newspaper/page/25394248,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235596279.jpg,,,,
235600058,Advertising,Advertising,12/4/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235600058,http://trove.nla.gov.au/newspaper/page/25394392,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235596529.jpg,,,,
235600144,Advertising,Advertising,9/11/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235600144,http://trove.nla.gov.au/newspaper/page/25394296,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235599193.jpg,,,,
235601503,Advertising,Advertising,1/2/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235601503,http://trove.nla.gov.au/newspaper/page/25394008,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235600058.jpg,,,,
235601647,Advertising,Advertising,11/20/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235601647,http://trove.nla.gov.au/newspaper/page/25394376,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235600144.jpg,,,,
235601762,Advertising,Advertising,8/7/1941,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235601762,http://trove.nla.gov.au/newspaper/page/25394256,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235601503.jpg,,,,
235627344,Advertising,Advertising,4/29/1937,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235627344,http://trove.nla.gov.au/newspaper/page/25392444,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235601647.jpg,,,,
235628863,Advertising,Advertising,2/25/1937,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235628863,http://trove.nla.gov.au/newspaper/page/25392360,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235601762.jpg,,,,
235628970,"DANEBANK SCHOOL, HURSTVILLE.",Article,12/23/1937,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235628970,http://trove.nla.gov.au/newspaper/page/25392733,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235627344.jpg,,,,
235629594,DANEBANK SCHOOL.,Article,12/29/1938,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235629594,http://trove.nla.gov.au/newspaper/page/25393160,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235628863.jpg,,,,
235629663,Advertising,Advertising,4/22/1937,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235629663,http://trove.nla.gov.au/newspaper/page/25392436,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235628970.jpg,,,,
235631155,DANEBANK SCHOOL.,Article,6/17/1937,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235631155,http://trove.nla.gov.au/newspaper/page/25392504,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235629594.jpg,,,,
235633885,Advertising,Advertising,4/8/1937,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235633885,http://trove.nla.gov.au/newspaper/page/25392418,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235629663.jpg,,,,
235637106,CLASSES FOR CHILD STUDY.,Article,3/10/1938,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article235637106,http://trove.nla.gov.au/newspaper/page/25392819,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235631155.jpg,,,,
236966724,Advertising,Advertising,10/14/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236966724,http://trove.nla.gov.au/newspaper/page/25384798,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235633885.jpg,,,,
236966859,DANEBANK SCHOOL Baby Show,Article,8/12/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,School events,"Hurstville, NSW",http://nla.gov.au/nla.news-article236966859,http://trove.nla.gov.au/newspaper/page/25384726,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/235637106.jpg,,,,
236966962,Advertising,Advertising,6/24/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236966962,http://trove.nla.gov.au/newspaper/page/25384676,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236966724.jpg,,,,
236967237,DANEBANK SCHOOL Musicale at Hurstville,Article,4/1/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236967237,http://trove.nla.gov.au/newspaper/page/25384577,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236966859.jpg,,,,
236967312,DANEBANK SCHOOL,Article,9/2/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236967312,http://trove.nla.gov.au/newspaper/page/25384750,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236966962.jpg,,,,
236967475,Advertising,Advertising,8/19/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236967475,http://trove.nla.gov.au/newspaper/page/25384734,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236967237.jpg,,,,
236967603,Danebank C. of E. School (Contd.),"Detailed lists, results, guides",12/30/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236967603,http://trove.nla.gov.au/newspaper/page/25384888,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236967312.jpg,,,,
236967605,Danebank Church of England School,Article,12/30/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,,"Hurstville, NSW",http://nla.gov.au/nla.news-article236967605,http://trove.nla.gov.au/newspaper/page/25384888,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236967475.jpg,,,,
236968580,BARBECUE At Danebank School,Article,7/15/1954,"The Propeller (Hurstville, NSW : 1911 - 1954)",,School events,"Hurstville, NSW",http://nla.gov.au/nla.news-article236968580,http://trove.nla.gov.au/newspaper/page/25384694,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236967603.jpg,,,,
245085503,ENGLISHMAN APPEALS FOR WARM CLOTHING,Article,9/6/1947,"The Herald (Melbourne, Vic. : 1861 - 1954)",,Charitable giving,"Hurstville, NSW",http://nla.gov.au/nla.news-article245085503,http://trove.nla.gov.au/newspaper/page/26792569,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236967605.jpg,,,,
262898646,Seventh student gets 99.95,Article,1/11/2002,"The Australian Jewish News (Sydney, NSW : 1990 - 2008)",,Academic achievement,"Hurstville, NSW",http://nla.gov.au/nla.news-article262898646,http://trove.nla.gov.au/newspaper/page/29381044,"image/jpeg, application/pdf",eng,The National Library of Australia has digitised this work with the permission of the rights holder and enabled download or print options where possible for research or study. For any other purpose please contact the copyright owner via the publisher.,https://rightsstatements.org/vocab/InC/1.0/,image,/objects/236968580.jpg,,,,
,,,,,,,,,,,,,,,/objects/245085503.jpg,,,,
,,,,,,,,,,,,,,,/objects/262898646.jpg,,,,
